id,type,lat,lon,emergency,fire_hydrant:type,fire_hydrant:diameter,operator,colour,color,ref,description,addr:street,addr:housenumber,addr:city,addr:postcode,addr:state,source,survey:date,fire_hydrant:position,fire_hydrant:pressure,access,note,water_source,timestamp,version,changeset,user,uid,all_tags
1657357323,node,41.8842097,-87.6496492,fire_hydrant,pillar,,,,,,,,,,,,,,,,,,,2023-10-18T17:13:12Z,3,142773309,ion_chi,13257641,"{""emergency"":""fire_hydrant"",""fire_hydrant:type"":""pillar""}"
3345086980,node,41.9006043,-87.8056309,fire_hydrant,,,,,,,,,,,,,,,,,,,,2015-02-12T03:19:56Z,1,28787491,korky99_04,188805,"{""emergency"":""fire_hydrant""}"
3345086981,node,41.9006095,-87.8053431,fire_hydrant,,,,,,,,,,,,,,,,,,,,2015-02-12T03:19:56Z,1,28787491,korky99_04,188805,"{""emergency"":""fire_hydrant""}"
3345087003,node,41.9053116,-87.8057445,fire_hydrant,,,,,,,,,,,,,,,,,,,,2021-08-06T09:32:26Z,2,109248370,Zol87,1237170,"{""emergency"":""fire_hydrant""}"
3345087006,node,41.9061511,-87.8057992,fire_hydrant,pillar,,,,,,,,,,,,,,green,,,,,2023-09-02T05:21:49Z,3,140703899,Lucas Brandt,17561309,"{""emergency"":""fire_hydrant"",""fire_hydrant:position"":""green"",""fire_hydrant:type"":""pillar""}"
3345087010,node,41.9069535,-87.8058412,fire_hydrant,,,,,,,,,,,,,,,,,,,,2015-02-12T03:19:56Z,1,28787491,korky99_04,188805,"{""emergency"":""fire_hydrant""}"
3527361917,node,41.9067873,-87.8155265,fire_hydrant,pillar,,,,,,,,,,,,,,,,,,,2015-05-19T03:20:15Z,1,31272858,korky99_04,188805,"{""emergency"":""fire_hydrant"",""fire_hydrant:type"":""pillar""}"
3527361918,node,41.9068128,-87.8138981,fire_hydrant,pillar,,,,,,,,,,,,,,,,,,,2015-05-19T03:20:15Z,1,31272858,korky99_04,188805,"{""emergency"":""fire_hydrant"",""fire_hydrant:type"":""pillar""}"
3545959079,node,41.9014357,-87.808865,fire_hydrant,,,,,,,,,,,,,,,,,,,,2015-05-26T02:52:31Z,1,31461520,korky99_04,188805,"{""emergency"":""fire_hydrant""}"
3545959604,node,41.9031693,-87.8121327,fire_hydrant,,,,,,,,,,,,,,,,,,,,2015-05-26T02:52:32Z,1,31461520,korky99_04,188805,"{""emergency"":""fire_hydrant""}"
3545959605,node,41.9032021,-87.8105083,fire_hydrant,,,,,,,,,,,,,,,,,,,,2015-05-26T02:52:32Z,1,31461520,korky99_04,188805,"{""emergency"":""fire_hydrant""}"
3545959620,node,41.9040693,-87.8105562,fire_hydrant,,,,,,,,,,,,,,,,,,,,2015-05-26T02:52:32Z,1,31461520,korky99_04,188805,"{""emergency"":""fire_hydrant""}"
3545959622,node,41.9041276,-87.8120203,fire_hydrant,,,,,,,,,,,,,,,,,,,,2015-05-26T02:52:32Z,1,31461520,korky99_04,188805,"{""emergency"":""fire_hydrant""}"
3545959626,node,41.9050335,-87.81058,fire_hydrant,,,,,,,,,,,,,,,,,,,,2015-05-26T02:52:32Z,1,31461520,korky99_04,188805,"{""emergency"":""fire_hydrant""}"
3545959627,node,41.9051699,-87.8120088,fire_hydrant,,,,,,,,,,,,,,,,,,,,2015-05-26T02:52:32Z,1,31461520,korky99_04,188805,"{""emergency"":""fire_hydrant""}"
3666244181,node,41.897488,-87.828852,fire_hydrant,pillar,,,,,,,,,,,,,,,,,,,2015-10-14T21:32:27Z,3,34642265,garret,486555,"{""emergency"":""fire_hydrant"",""fire_hydrant:type"":""pillar""}"
4047368612,node,41.7766308,-87.5707275,fire_hydrant,pillar,,,,,,,,,,,,,,,,,,,2016-03-08T05:41:22Z,1,37679386,richlv,47892,"{""emergency"":""fire_hydrant"",""fire_hydrant:type"":""pillar""}"
4047368628,node,41.7786011,-87.5753771,fire_hydrant,pillar,,,,,,,,,,,,,,,,,,,2016-03-08T05:41:23Z,1,37679386,richlv,47892,"{""emergency"":""fire_hydrant"",""fire_hydrant:type"":""pillar""}"
4174308698,node,41.9034016,-87.7993504,fire_hydrant,,,,,,,,,,,,,,,,,,,,2016-05-09T18:23:20Z,1,39197778,SednaBoo,2871029,"{""emergency"":""fire_hydrant""}"
4174675006,node,41.9015524,-87.7978096,fire_hydrant,pillar,,,,,,,,,,,,,,green,,,,,2023-09-02T05:23:49Z,3,140703899,Lucas Brandt,17561309,"{""emergency"":""fire_hydrant"",""fire_hydrant:position"":""green"",""fire_hydrant:type"":""pillar""}"
4174949693,node,41.8894663,-87.7959546,fire_hydrant,,,,,,,,,,,,,,,,,,,,2018-09-11T14:04:27Z,2,62490453,SednaBoo,2871029,"{""emergency"":""fire_hydrant""}"
4179293458,node,41.9017659,-87.7977231,fire_hydrant,,,,,,,,,,,,,,,,,,,,2016-05-11T19:45:18Z,1,39251222,SednaBoo,2871029,"{""emergency"":""fire_hydrant""}"
4183665606,node,41.9088767,-87.7914857,fire_hydrant,,,,,,,,,,,,,,,,,,,,2021-12-08T18:15:35Z,2,114712739,Zol87,1237170,"{""emergency"":""fire_hydrant""}"
4184362305,node,41.8869766,-87.7766138,fire_hydrant,,,,,,,,,,,,,,,,,,,,2016-05-13T21:37:30Z,1,39301654,SednaBoo,2871029,"{""emergency"":""fire_hydrant""}"
4261560290,node,41.8948816,-87.7976937,fire_hydrant,pillar,,,,,,,,,,,,,,,,,,,2016-06-23T21:11:01Z,1,40245433,SednaBoo,2871029,"{""emergency"":""fire_hydrant"",""fire_hydrant:type"":""pillar""}"
4275825368,node,41.8797456,-87.8007698,fire_hydrant,pillar,,,,,,,,,,,,,,,,,,,2023-01-26T04:59:29Z,3,131718067,Zol87,1237170,"{""emergency"":""fire_hydrant"",""fire_hydrant:type"":""pillar""}"
4275829192,node,41.8803008,-87.8014457,fire_hydrant,,,,,,,,,,,,,,,,,,,,2016-07-01T15:01:49Z,1,40419457,SednaBoo,2871029,"{""emergency"":""fire_hydrant""}"
4284259761,node,41.8952116,-87.7977641,fire_hydrant,,,,,,,,,,,,,,,,,,,,2016-07-05T14:27:14Z,1,40501361,SednaBoo,2871029,"{""emergency"":""fire_hydrant""}"
